video_id,frame,event_type,stroke_type,point_end_type,player
Indoor Match 1 15.53.25,9915,bounce,,,
Indoor Match 1 15.53.25,9930,hit,forehand,,
Indoor Match 1 15.53.25,9955,bounce,,,
Indoor Match 1 15.53.25,9972,hit,forehand,,
Indoor Match 1 15.53.25,10021,bounce,,,
Indoor Match 1 15.53.25,10050,hit,forehand,,
Indoor Match 1 15.53.25,10082,bounce,,,
Indoor Match 1 15.53.25,10096,hit,forehand,,
Indoor Match 1 15.53.25,10127,bounce,,,
Indoor Match 1 15.53.25,10133,hit,forehand,,
Indoor Match 1 15.53.25,10188,bounce,,,
Indoor Match 1 15.53.25,10203,hit,forehand,,
Indoor Match 1 15.53.25,10227,bounce,,,
Indoor Match 1 15.53.25,10234,hit,backhand,,
Indoor Match 1 15.53.25,10260,hit,volley,,
Indoor Match 1 15.53.25,10314,bounce,,,
Indoor Match 1 15.53.25,10314,point_end,,unforced_error,
Indoor Match 1 15.53.25,11212,hit,serve,,
Indoor Match 1 15.53.25,11212,point_start,,,
Indoor Match 1 15.53.25,11228,bounce,,,
Indoor Match 1 15.53.25,11243,hit,backhand,,
Indoor Match 1 15.53.25,11276,bounce,,,
Indoor Match 1 15.53.25,11287,hit,backhand,,
Indoor Match 1 15.53.25,11328,bounce,,,
Indoor Match 1 15.53.25,11347,hit,backhand,,
Indoor Match 1 15.53.25,11386,bounce,,,
Indoor Match 1 15.53.25,11399,hit,backhand,,
Indoor Match 1 15.53.25,11422,bounce,,,
Indoor Match 1 15.53.25,11435,hit,forehand,,
Indoor Match 1 15.53.25,11459,bounce,,,
Indoor Match 1 15.53.25,11459,point_end,,unforced_error,
Indoor Match 1 15.53.25,12467,point_start,,,
Indoor Match 1 15.53.25,12467,hit,serve,,
Indoor Match 1 15.53.25,12485,bounce,,,
Indoor Match 1 15.53.25,12485,point_end,,unforced_error,
Indoor Match 1 15.53.25,13021,hit,serve,,
Indoor Match 1 15.53.25,13021,point_start,,,
Indoor Match 1 15.53.25,13036,point_end,,net_error,
Indoor Match 1 15.53.25,13885,hit,serve,,
Indoor Match 1 15.53.25,13885,point_start,,,
Indoor Match 1 15.53.25,13901,bounce,,,
Indoor Match 1 15.53.25,13914,hit,forehand,,
Indoor Match 1 15.53.25,13946,bounce,,,
Indoor Match 1 15.53.25,13960,hit,forehand,,
Indoor Match 1 15.53.25,13982,bounce,,,
Indoor Match 1 15.53.25,14065,hit,volley,,
Indoor Match 1 15.53.25,14076,bounce,,,
Indoor Match 1 15.53.25,14076,point_end,,winner,
Indoor Match 1 15.53.25,14869,point_start,,,
Indoor Match 1 15.53.25,14869,hit,serve,,
Indoor Match 1 15.53.25,14879,point_end,,net_error,
Indoor Match 1 15.53.25,15579,hit,serve,,
Indoor Match 1 15.53.25,15579,point_start,,,
Indoor Match 1 15.53.25,15599,bounce,,,
Indoor Match 1 15.53.25,15609,hit,forehand,,
Indoor Match 1 15.53.25,15644,bounce,,,
Indoor Match 1 15.53.25,15657,hit,forehand,,
Indoor Match 1 15.53.25,15694,bounce,,,
Indoor Match 1 15.53.25,15704,hit,forehand,,
Indoor Match 1 15.53.25,15736,bounce,,,
Indoor Match 1 15.53.25,15754,hit,forehand,,
Indoor Match 1 15.53.25,15776,bounce,,,
Indoor Match 1 15.53.25,15794,hit,backhand,,
Indoor Match 1 15.53.25,15833,bounce,,,
Indoor Match 1 15.53.25,15849,hit,forehand,,
Indoor Match 1 15.53.25,15871,bounce,,,
Indoor Match 1 15.53.25,15887,hit,backhand,,
Indoor Match 1 15.53.25,15915,bounce,,,
Indoor Match 1 15.53.25,15934,hit,backhand,,
Indoor Match 1 15.53.25,15964,bounce,,,
Indoor Match 1 15.53.25,15977,hit,backhand,,
Indoor Match 1 15.53.25,16011,bounce,,,
Indoor Match 1 15.53.25,16030,hit,backhand,,
Indoor Match 1 15.53.25,16083,hit,forehand,,
Indoor Match 1 15.53.25,16105,bounce,,,
Indoor Match 1 15.53.25,16105,point_end,,winner,
Indoor Match 1 15.53.25,17376,point_start,,,
Indoor Match 1 15.53.25,17376,hit,serve,,
Indoor Match 1 15.53.25,17391,bounce,,,
Indoor Match 1 15.53.25,17403,hit,backhand,,
Indoor Match 1 15.53.25,17432,bounce,,,
Indoor Match 1 15.53.25,17451,hit,backhand,,
Indoor Match 1 15.53.25,17478,bounce,,,
Indoor Match 1 15.53.25,17493,hit,forehand,,
Indoor Match 1 15.53.25,17541,bounce,,,
Indoor Match 1 15.53.25,17557,hit,forehand,,
Indoor Match 1 15.53.25,17583,bounce,,,
Indoor Match 1 15.53.25,17595,hit,forehand,,
Indoor Match 1 15.53.25,17629,bounce,,,
Indoor Match 1 15.53.25,17644,hit,backhand,,
Indoor Match 1 15.53.25,17665,bounce,,,
Indoor Match 1 15.53.25,17679,hit,backhand,,
Indoor Match 1 15.53.25,17696,point_end,,net_error,
Indoor Match 1 15.53.25,18505,point_start,,,
Indoor Match 1 15.53.25,18505,hit,serve,,
Indoor Match 1 15.53.25,18523,bounce,,,
Indoor Match 1 15.53.25,18523,point_end,,unforced_error,
Indoor Match 1 15.53.25,19143,point_start,,,
Indoor Match 1 15.53.25,19143,hit,serve,,
Indoor Match 1 15.53.25,19163,bounce,,,
Indoor Match 1 15.53.25,19178,hit,forehand,,
Indoor Match 1 15.53.25,19205,bounce,,,
Indoor Match 1 15.53.25,19214,hit,forehand,,
Indoor Match 1 15.53.25,19246,bounce,,,
Indoor Match 1 15.53.25,19263,hit,forehand,,
Indoor Match 1 15.53.25,19283,bounce,,,
Indoor Match 1 15.53.25,19297,hit,backhand,,
Indoor Match 1 15.53.25,19366,bounce,,,
Indoor Match 1 15.53.25,19399,hit,forehand,,
Indoor Match 1 15.53.25,19425,bounce,,,
Indoor Match 1 15.53.25,19444,hit,backhand,,
Indoor Match 1 15.53.25,19479,bounce,,,
Indoor Match 1 15.53.25,19479,point_end,,unforced_error,
Indoor Match 1 15.53.25,20490,point_start,,,
Indoor Match 1 15.53.25,20490,hit,serve,,
Indoor Match 1 15.53.25,20504,bounce,,,
Indoor Match 1 15.53.25,20518,hit,forehand,,
Indoor Match 1 15.53.25,20568,bounce,,,
Indoor Match 1 15.53.25,20584,hit,forehand,,
Indoor Match 1 15.53.25,20610,bounce,,,
Indoor Match 1 15.53.25,20610,point_end,,winner,
Indoor Match 1 15.53.25,21702,point_start,,,
Indoor Match 1 15.53.25,21702,hit,serve,,
Indoor Match 1 15.53.25,21720,bounce,,,
Indoor Match 1 15.53.25,21720,point_end,,unforced_error,
Indoor Match 1 15.53.25,22300,point_start,,,
Indoor Match 1 15.53.25,22300,hit,serve,,
Indoor Match 1 15.53.25,22322,bounce,,,
Indoor Match 1 15.53.25,22332,hit,backhand,,
Indoor Match 1 15.53.25,22355,bounce,,,
Indoor Match 1 15.53.25,22372,hit,forehand,,
Indoor Match 1 15.53.25,22406,bounce,,,
Indoor Match 1 15.53.25,22414,hit,backhand,,
Indoor Match 1 15.53.25,22452,bounce,,,
Indoor Match 1 15.53.25,22471,hit,forehand,,
Indoor Match 1 15.53.25,22492,bounce,,,
Indoor Match 1 15.53.25,22503,hit,forehand,,
Indoor Match 1 15.53.25,22539,bounce,,,
Indoor Match 1 15.53.25,22558,hit,backhand,,
Indoor Match 1 15.53.25,22592,bounce,,,
Indoor Match 1 15.53.25,22604,hit,forehand,,
Indoor Match 1 15.53.25,22633,bounce,,,
Indoor Match 1 15.53.25,22649,hit,backhand,,
Indoor Match 1 15.53.25,22675,bounce,,,
Indoor Match 1 15.53.25,22691,hit,forehand,,
Indoor Match 1 15.53.25,22725,bounce,,,
Indoor Match 1 15.53.25,22735,hit,backhand,,
Indoor Match 1 15.53.25,22763,bounce,,,
Indoor Match 1 15.53.25,22781,hit,backhand,,
Indoor Match 1 15.53.25,22822,bounce,,,
Indoor Match 1 15.53.25,22846,hit,forehand,,
Indoor Match 1 15.53.25,22865,hit,volley,,
Indoor Match 1 15.53.25,22920,bounce,,,
Indoor Match 1 15.53.25,22920,point_end,,winner,
Indoor Match 1 15.53.25,25958,point_start,,,
Indoor Match 1 15.53.25,25958,hit,serve,,
Indoor Match 1 15.53.25,25976,bounce,,,
Indoor Match 1 15.53.25,25976,point_end,,unforced_error,
Indoor Match 1 15.53.25,26307,point_start,,,
Indoor Match 1 15.53.25,26307,hit,serve,,
Indoor Match 1 15.53.25,26324,bounce,,,
Indoor Match 1 15.53.25,26338,hit,forehand,,
Indoor Match 1 15.53.25,26369,bounce,,,
Indoor Match 1 15.53.25,26384,hit,backhand,,
Indoor Match 1 15.53.25,26419,bounce,,,
Indoor Match 1 15.53.25,26437,hit,backhand,,
Indoor Match 1 15.53.25,26466,bounce,,,
Indoor Match 1 15.53.25,26477,hit,backhand,,
Indoor Match 1 15.53.25,26503,bounce,,,
Indoor Match 1 15.53.25,26515,hit,forehand,,
Indoor Match 1 15.53.25,26544,bounce,,,
Indoor Match 1 15.53.25,26558,hit,forehand,,
Indoor Match 1 15.53.25,26576,bounce,,,
Indoor Match 1 15.53.25,26590,hit,forehand,,
Indoor Match 1 15.53.25,26623,bounce,,,
Indoor Match 1 15.53.25,26634,hit,backhand,,
Indoor Match 1 15.53.25,26659,bounce,,,
Indoor Match 1 15.53.25,26680,hit,forehand,,
Indoor Match 1 15.53.25,26707,bounce,,,
Indoor Match 1 15.53.25,26725,hit,forehand,,
Indoor Match 1 15.53.25,26765,bounce,,,
Indoor Match 1 15.53.25,26776,hit,forehand,,
Indoor Match 1 15.53.25,26796,bounce,,,
Indoor Match 1 15.53.25,26811,hit,backhand,,
Indoor Match 1 15.53.25,26846,bounce,,,
Indoor Match 1 15.53.25,26865,hit,forehand,,
Indoor Match 1 15.53.25,26890,bounce,,,
Indoor Match 1 15.53.25,26900,hit,backhand,,
Indoor Match 1 15.53.25,26977,bounce,,,
Indoor Match 1 15.53.25,26977,point_end,,unforced_error,
Indoor Match 1 15.53.25,27692,point_start,,,
Indoor Match 1 15.53.25,27692,hit,serve,,
Indoor Match 1 15.53.25,27709,bounce,,,
Indoor Match 1 15.53.25,27721,hit,backhand,,
Indoor Match 1 15.53.25,27754,bounce,,,
Indoor Match 1 15.53.25,27754,point_end,,forced_error,
Indoor Match 1 15.53.25,28363,point_start,,,
Indoor Match 1 15.53.25,28363,hit,serve,,
Indoor Match 1 15.53.25,28375,point_end,,net_error,
Indoor Match 1 15.53.25,28917,point_start,,,
Indoor Match 1 15.53.25,28917,hit,serve,,
Indoor Match 1 15.53.25,28936,bounce,,,
Indoor Match 1 15.53.25,28949,hit,forehand,,
Indoor Match 1 15.53.25,28975,bounce,,,
Indoor Match 1 15.53.25,28991,hit,backhand,,
Indoor Match 1 15.53.25,29020,bounce,,,
Indoor Match 1 15.53.25,29036,hit,forehand,,
Indoor Match 1 15.53.25,29061,bounce,,,
Indoor Match 1 15.53.25,29076,hit,backhand,,
Indoor Match 1 15.53.25,29122,bounce,,,
Indoor Match 1 15.53.25,29138,hit,forehand,,
Indoor Match 1 15.53.25,29166,bounce,,,
Indoor Match 1 15.53.25,29166,point_end,,unforced_error,
Indoor Match 1 15.53.25,29739,point_start,,,
Indoor Match 1 15.53.25,29739,hit,serve,,
Indoor Match 1 15.53.25,29753,bounce,,,
Indoor Match 1 15.53.25,29768,hit,forehand,,
Indoor Match 1 15.53.25,29799,bounce,,,
Indoor Match 1 15.53.25,29810,hit,backhand,,
Indoor Match 1 15.53.25,29832,bounce,,,
Indoor Match 1 15.53.25,29851,hit,backhand,,
Indoor Match 1 15.53.25,29895,bounce,,,
Indoor Match 1 15.53.25,29911,hit,forehand,,
Indoor Match 1 15.53.25,29942,bounce,,,
Indoor Match 1 15.53.25,29956,hit,backhand,,
Indoor Match 1 15.53.25,29983,bounce,,,
Indoor Match 1 15.53.25,29996,hit,backhand,,
Indoor Match 1 15.53.25,30025,bounce,,,
Indoor Match 1 15.53.25,30044,hit,forehand,,
Indoor Match 1 15.53.25,30078,bounce,,,
Indoor Match 1 15.53.25,30086,hit,backhand,,
Indoor Match 1 15.53.25,30119,bounce,,,
Indoor Match 1 15.53.25,30132,hit,backhand,,
Indoor Match 1 15.53.25,30160,bounce,,,
Indoor Match 1 15.53.25,30169,hit,backhand,,
Indoor Match 1 15.53.25,30204,bounce,,,
Indoor Match 1 15.53.25,30218,hit,backhand,,
Indoor Match 1 15.53.25,30253,bounce,,,
Indoor Match 1 15.53.25,30264,hit,backhand,,
Indoor Match 1 15.53.25,30289,bounce,,,
Indoor Match 1 15.53.25,30297,hit,forehand,,
Indoor Match 1 15.53.25,30329,bounce,,,
Indoor Match 1 15.53.25,30351,hit,forehand,,
Indoor Match 1 15.53.25,30402,bounce,,,
Indoor Match 1 15.53.25,30411,hit,forehand,,
Indoor Match 1 15.53.25,30434,bounce,,,
Indoor Match 1 15.53.25,30451,hit,backhand,,
Indoor Match 1 15.53.25,30490,bounce,,,
Indoor Match 1 15.53.25,30502,hit,forehand,,
Indoor Match 1 15.53.25,30525,bounce,,,
Indoor Match 1 15.53.25,30543,hit,backhand,,
Indoor Match 1 15.53.25,30574,bounce,,,
Indoor Match 1 15.53.25,30587,hit,forehand,,
Indoor Match 1 15.53.25,30613,bounce,,,
Indoor Match 1 15.53.25,30631,hit,forehand,,
Indoor Match 1 15.53.25,30655,bounce,,,
Indoor Match 1 15.53.25,30670,hit,backhand,,
Indoor Match 1 15.53.25,30694,hit,volley,,
Indoor Match 1 15.53.25,30729,bounce,,,
Indoor Match 1 15.53.25,30743,hit,forehand,,
Indoor Match 1 15.53.25,30762,hit,volley,,
Indoor Match 1 15.53.25,30795,bounce,,,
Indoor Match 1 15.53.25,30811,hit,backhand,,
Indoor Match 1 15.53.25,30829,hit,volley,,
Indoor Match 1 15.53.25,30858,bounce,,,
Indoor Match 1 15.53.25,30858,point_end,,unforced_error,
Indoor Match 1 15.53.25,31826,hit,serve,,
Indoor Match 1 15.53.25,31826,point_start,,,
Indoor Match 1 15.53.25,31844,bounce,,,
Indoor Match 1 15.53.25,31844,point_end,,unforced_error,
Indoor Match 1 15.53.25,32166,point_start,,,
Indoor Match 1 15.53.25,32166,hit,serve,,
Indoor Match 1 15.53.25,32184,bounce,,,
Indoor Match 1 15.53.25,32199,hit,forehand,,
Indoor Match 1 15.53.25,32234,bounce,,,
Indoor Match 1 15.53.25,32241,hit,backhand,,
Indoor Match 1 15.53.25,32279,bounce,,,
Indoor Match 1 15.53.25,32279,point_end,,winner,
Indoor Match 1 15.53.25,32978,point_start,,,
Indoor Match 1 15.53.25,32978,hit,serve,,
Indoor Match 1 15.53.25,32992,bounce,,,
Indoor Match 1 15.53.25,33005,hit,forehand,,
Indoor Match 1 15.53.25,33033,bounce,,,
Indoor Match 1 15.53.25,33045,hit,backhand,,
Indoor Match 1 15.53.25,33087,bounce,,,
Indoor Match 1 15.53.25,33107,hit,backhand,,
Indoor Match 1 15.53.25,33116,point_end,,net_error,
Indoor Match 1 15.53.25,34052,point_start,,,
Indoor Match 1 15.53.25,34052,hit,serve,,
Indoor Match 1 15.53.25,34069,bounce,,,
Indoor Match 1 15.53.25,34069,point_end,,unforced_error,
Indoor Match 1 15.53.25,34510,point_start,,,
Indoor Match 1 15.53.25,34510,hit,serve,,
Indoor Match 1 15.53.25,34528,bounce,,,
Indoor Match 1 15.53.25,34546,hit,backhand,,
Indoor Match 1 15.53.25,34574,bounce,,,
Indoor Match 1 15.53.25,34590,hit,backhand,,
Indoor Match 1 15.53.25,34624,bounce,,,
Indoor Match 1 15.53.25,34639,hit,backhand,,
Indoor Match 1 15.53.25,34668,bounce,,,
Indoor Match 1 15.53.25,34681,hit,forehand,,
Indoor Match 1 15.53.25,34711,bounce,,,
Indoor Match 1 15.53.25,34727,hit,backhand,,
Indoor Match 1 15.53.25,34753,bounce,,,
Indoor Match 1 15.53.25,34776,hit,backhand,,
Indoor Match 1 15.53.25,34829,bounce,,,
Indoor Match 1 15.53.25,34847,hit,forehand,,
Indoor Match 1 15.53.25,34864,bounce,,,
Indoor Match 1 15.53.25,34864,point_end,,winner,
Indoor Match 1 15.53.25,35945,point_start,,,
Indoor Match 1 15.53.25,35945,hit,serve,,
Indoor Match 1 15.53.25,35956,point_end,,net_error,
Indoor Match 1 15.53.25,36789,point_start,,,
Indoor Match 1 15.53.25,36789,hit,serve,,
Indoor Match 1 15.53.25,36808,bounce,,,
Indoor Match 1 15.53.25,36822,hit,forehand,,
Indoor Match 1 15.53.25,36847,bounce,,,
Indoor Match 1 15.53.25,36847,point_end,,winner,
Indoor Match 1 15.53.25,37823,point_start,,,
Indoor Match 1 15.53.25,37823,hit,serve,,
Indoor Match 1 15.53.25,37839,bounce,,,
Indoor Match 1 15.53.25,37839,point_end,,unforced_error,
Indoor Match 1 15.53.25,38421,point_start,,,
Indoor Match 1 15.53.25,38421,hit,serve,,
Indoor Match 1 15.53.25,38440,bounce,,,
Indoor Match 1 15.53.25,38455,hit,backhand,,
Indoor Match 1 15.53.25,38491,bounce,,,
Indoor Match 1 15.53.25,38516,hit,forehand,,
Indoor Match 1 15.53.25,38539,hit,volley,,
Indoor Match 1 15.53.25,38593,bounce,,,
Indoor Match 1 15.53.25,38593,point_end,,winner,
Indoor Match 1 15.53.25,40420,point_start,,,
Indoor Match 1 15.53.25,40420,hit,serve,,
Indoor Match 1 15.53.25,40435,bounce,,,
Indoor Match 1 15.53.25,40448,hit,backhand,,
Indoor Match 1 15.53.25,40475,bounce,,,
Indoor Match 1 15.53.25,40490,hit,forehand,,
Indoor Match 1 15.53.25,40518,bounce,,,
Indoor Match 1 15.53.25,40535,hit,forehand,,
Indoor Match 1 15.53.25,40564,bounce,,,
Indoor Match 1 15.53.25,40583,hit,backhand,,
Indoor Match 1 15.53.25,40610,bounce,,,
Indoor Match 1 15.53.25,40626,hit,forehand,,
Indoor Match 1 15.53.25,40651,bounce,,,
Indoor Match 1 15.53.25,40671,hit,backhand,,
Indoor Match 1 15.53.25,40699,bounce,,,
Indoor Match 1 15.53.25,40708,hit,backhand,,
Indoor Match 1 15.53.25,40739,bounce,,,
Indoor Match 1 15.53.25,40753,hit,forehand,,
Indoor Match 1 15.53.25,40794,bounce,,,
Indoor Match 1 15.53.25,40803,hit,forehand,,
Indoor Match 1 15.53.25,40832,bounce,,,
Indoor Match 1 15.53.25,40844,hit,forehand,,
Indoor Match 1 15.53.25,40873,bounce,,,
Indoor Match 1 15.53.25,40888,hit,forehand,,
Indoor Match 1 15.53.25,40931,bounce,,,
Indoor Match 1 15.53.25,40945,hit,forehand,,
Indoor Match 1 15.53.25,40965,bounce,,,
Indoor Match 1 15.53.25,40983,hit,backhand,,
Indoor Match 1 15.53.25,41013,point_end,,net_error,
Indoor Match 1 15.53.25,41806,point_start,,,
Indoor Match 1 15.53.25,41806,hit,serve,,
Indoor Match 1 15.53.25,41823,bounce,,,
Indoor Match 1 15.53.25,41838,hit,forehand,,
Indoor Match 1 15.53.25,41868,bounce,,,
Indoor Match 1 15.53.25,41882,hit,backhand,,
Indoor Match 1 15.53.25,41906,bounce,,,
Indoor Match 1 15.53.25,41924,hit,backhand,,
Indoor Match 1 15.53.25,41971,bounce,,,
Indoor Match 1 15.53.25,41991,hit,forehand,,
Indoor Match 1 15.53.25,42018,bounce,,,
Indoor Match 1 15.53.25,42029,hit,backhand,,
Indoor Match 1 15.53.25,42065,hit,volley,,
Indoor Match 1 15.53.25,42091,bounce,,,
Indoor Match 1 15.53.25,42091,point_end,,winner,
Indoor Match 1 15.53.25,43114,point_start,,,
Indoor Match 1 15.53.25,43114,hit,serve,,
Indoor Match 1 15.53.25,43138,point_end,,net_error,
Indoor Match 1 15.53.25,43742,point_start,,,
Indoor Match 1 15.53.25,43742,hit,serve,,
Indoor Match 1 15.53.25,43762,bounce,,,
Indoor Match 1 15.53.25,43779,hit,forehand,,
Indoor Match 1 15.53.25,43807,bounce,,,
Indoor Match 1 15.53.25,43824,hit,forehand,,
Indoor Match 1 15.53.25,43851,bounce,,,
Indoor Match 1 15.53.25,43865,hit,forehand,,
Indoor Match 1 15.53.25,43889,bounce,,,
Indoor Match 1 15.53.25,43907,hit,forehand,,
Indoor Match 1 15.53.25,43930,bounce,,,
Indoor Match 1 15.53.25,43949,hit,backhand,,
Indoor Match 1 15.53.25,43996,bounce,,,
Indoor Match 1 15.53.25,44004,hit,backhand,,
Indoor Match 1 15.53.25,44037,bounce,,,
Indoor Match 1 15.53.25,44048,hit,backhand,,
Indoor Match 1 15.53.25,44083,bounce,,,
Indoor Match 1 15.53.25,44103,hit,forehand,,
Indoor Match 1 15.53.25,44146,bounce,,,
Indoor Match 1 15.53.25,44158,hit,forehand,,
Indoor Match 1 15.53.25,44186,bounce,,,
Indoor Match 1 15.53.25,44186,point_end,,unforced_error,
Indoor Match 1 15.53.25,44996,point_start,,,
Indoor Match 1 15.53.25,44996,hit,serve,,
Indoor Match 1 15.53.25,45012,bounce,,,
Indoor Match 1 15.53.25,45025,hit,backhand,,
Indoor Match 1 15.53.25,45058,bounce,,,
Indoor Match 1 15.53.25,45074,hit,backhand,,
Indoor Match 1 15.53.25,45096,bounce,,,
Indoor Match 1 15.53.25,45117,hit,backhand,,
Indoor Match 1 15.53.25,45156,bounce,,,
Indoor Match 1 15.53.25,45170,hit,forehand,,
Indoor Match 1 15.53.25,45193,bounce,,,
Indoor Match 1 15.53.25,45209,hit,forehand,,
Indoor Match 1 15.53.25,45249,bounce,,,
Indoor Match 1 15.53.25,45264,hit,backhand,,
Indoor Match 1 15.53.25,45291,bounce,,,
Indoor Match 1 15.53.25,45303,hit,backhand,,
Indoor Match 1 15.53.25,45327,bounce,,,
Indoor Match 1 15.53.25,45340,hit,forehand,,
Indoor Match 1 15.53.25,45373,bounce,,,
Indoor Match 1 15.53.25,45386,hit,forehand,,
Indoor Match 1 15.53.25,45418,bounce,,,
Indoor Match 1 15.53.25,45434,hit,forehand,,
Indoor Match 1 15.53.25,45464,bounce,,,
Indoor Match 1 15.53.25,45479,hit,forehand,,
Indoor Match 1 15.53.25,45502,bounce,,,
Indoor Match 1 15.53.25,45521,hit,forehand,,
Indoor Match 1 15.53.25,45549,bounce,,,
Indoor Match 1 15.53.25,45560,hit,forehand,,
Indoor Match 1 15.53.25,45575,point_end,,net_error,
Indoor Match 1 15.53.25,48866,point_start,,,
Indoor Match 1 15.53.25,48866,hit,serve,,
Indoor Match 1 15.53.25,48882,bounce,,,
Indoor Match 1 15.53.25,48898,hit,backhand,,
Indoor Match 1 15.53.25,48925,bounce,,,
Indoor Match 1 15.53.25,48939,hit,forehand,,
Indoor Match 1 15.53.25,48961,bounce,,,
Indoor Match 1 15.53.25,48981,hit,forehand,,
Indoor Match 1 15.53.25,49009,bounce,,,
Indoor Match 1 15.53.25,49021,hit,forehand,,
Indoor Match 1 15.53.25,49035,point_end,,net_error,
Indoor Match 1 15.53.25,49647,point_start,,,
Indoor Match 1 15.53.25,49647,hit,serve,,
Indoor Match 1 15.53.25,49658,point_end,,net_error,
Indoor Match 1 15.53.25,50180,point_start,,,
Indoor Match 1 15.53.25,50180,hit,serve,,
Indoor Match 1 15.53.25,50199,bounce,,,
Indoor Match 1 15.53.25,50215,hit,backhand,,
