video_id,frame,event_type,stroke_type,point_end_type,player
Indoor Match 2 15.53.25,11148,point_end,,unforced_error,
Indoor Match 2 15.53.25,12643,point_start,,,
Indoor Match 2 15.53.25,12643,hit,serve,,
Indoor Match 2 15.53.25,12654,bounce,,,
Indoor Match 2 15.53.25,12654,point_end,,unforced_error,
Indoor Match 2 15.53.25,12931,point_start,,,
Indoor Match 2 15.53.25,12931,hit,serve,,
Indoor Match 2 15.53.25,12947,bounce,,,
Indoor Match 2 15.53.25,12970,hit,forehand,,
Indoor Match 2 15.53.25,12993,bounce,,,
Indoor Match 2 15.53.25,13012,hit,forehand,,
Indoor Match 2 15.53.25,13052,bounce,,,
Indoor Match 2 15.53.25,13065,hit,forehand,,
Indoor Match 2 15.53.25,13086,bounce,,,
Indoor Match 2 15.53.25,13096,hit,forehand,,
Indoor Match 2 15.53.25,13146,bounce,,,
Indoor Match 2 15.53.25,13161,hit,forehand,,
Indoor Match 2 15.53.25,13183,bounce,,,
Indoor Match 2 15.53.25,13197,hit,backhand,,
Indoor Match 2 15.53.25,13227,hit,volley,,
Indoor Match 2 15.53.25,13250,bounce,,,
Indoor Match 2 15.53.25,13264,hit,backhand,,
Indoor Match 2 15.53.25,13301,hit,volley,,
Indoor Match 2 15.53.25,13314,bounce,,,
Indoor Match 2 15.53.25,13314,point_end,,winner,
Indoor Match 2 15.53.25,14179,point_start,,,
Indoor Match 2 15.53.25,14179,hit,serve,,
Indoor Match 2 15.53.25,14191,bounce,,,
Indoor Match 2 15.53.25,14201,hit,backhand,,
Indoor Match 2 15.53.25,14252,bounce,,,
Indoor Match 2 15.53.25,14272,hit,forehand,,
Indoor Match 2 15.53.25,14288,bounce,,,
Indoor Match 2 15.53.25,14288,point_end,,winner,
Indoor Match 2 15.53.25,15209,point_start,,,
Indoor Match 2 15.53.25,15209,hit,serve,,
Indoor Match 2 15.53.25,15222,bounce,,,
Indoor Match 2 15.53.25,15222,point_end,,unforced_error,
Indoor Match 2 15.53.25,15931,point_start,,,
Indoor Match 2 15.53.25,15931,hit,serve,,
Indoor Match 2 15.53.25,15943,bounce,,,
Indoor Match 2 15.53.25,15943,point_end,,unforced_error,
Indoor Match 2 15.53.25,16224,point_start,,,
Indoor Match 2 15.53.25,16224,hit,serve,,
Indoor Match 2 15.53.25,16239,bounce,,,
Indoor Match 2 15.53.25,16254,hit,backhand,,
Indoor Match 2 15.53.25,16288,bounce,,,
Indoor Match 2 15.53.25,16304,hit,forehand,,
Indoor Match 2 15.53.25,16320,bounce,,,
Indoor Match 2 15.53.25,16335,hit,forehand,,
Indoor Match 2 15.53.25,16388,bounce,,,
Indoor Match 2 15.53.25,16406,hit,forehand,,
Indoor Match 2 15.53.25,16427,bounce,,,
Indoor Match 2 15.53.25,16438,hit,forehand,,
Indoor Match 2 15.53.25,16456,point_end,,net_error,
Indoor Match 2 15.53.25,17279,point_start,,,
Indoor Match 2 15.53.25,17279,hit,serve,,
Indoor Match 2 15.53.25,17293,point_end,,net_error,
Indoor Match 2 15.53.25,17595,point_start,,,
Indoor Match 2 15.53.25,17595,hit,serve,,
Indoor Match 2 15.53.25,17610,bounce,,,
Indoor Match 2 15.53.25,17622,hit,backhand,,
Indoor Match 2 15.53.25,17653,bounce,,,
Indoor Match 2 15.53.25,17653,point_end,,unforced_error,
Indoor Match 2 15.53.25,18209,point_start,,,
Indoor Match 2 15.53.25,18209,hit,serve,,
Indoor Match 2 15.53.25,18218,point_end,,net_error,
Indoor Match 2 15.53.25,18636,point_start,,,
Indoor Match 2 15.53.25,18636,hit,serve,,
Indoor Match 2 15.53.25,18651,bounce,,,
Indoor Match 2 15.53.25,18665,hit,forehand,,
Indoor Match 2 15.53.25,18682,bounce,,,
Indoor Match 2 15.53.25,18689,hit,forehand,,
Indoor Match 2 15.53.25,18723,bounce,,,
Indoor Match 2 15.53.25,18745,hit,forehand,,
Indoor Match 2 15.53.25,18762,bounce,,,
Indoor Match 2 15.53.25,18779,hit,backhand,,
Indoor Match 2 15.53.25,18820,bounce,,,
Indoor Match 2 15.53.25,18820,point_end,,unforced_error,
Indoor Match 2 15.53.25,19618,point_start,,,
Indoor Match 2 15.53.25,19618,hit,serve,,
Indoor Match 2 15.53.25,19630,bounce,,,
Indoor Match 2 15.53.25,19642,hit,forehand,,
Indoor Match 2 15.53.25,19681,bounce,,,
Indoor Match 2 15.53.25,19706,hit,forehand,,
Indoor Match 2 15.53.25,19735,bounce,,,
Indoor Match 2 15.53.25,19745,hit,backhand,,
Indoor Match 2 15.53.25,19762,hit,volley,,
Indoor Match 2 15.53.25,19790,bounce,,,
Indoor Match 2 15.53.25,19814,hit,forehand,,
Indoor Match 2 15.53.25,19831,hit,volley,,
Indoor Match 2 15.53.25,19867,hit,volley,,
Indoor Match 2 15.53.25,19893,bounce,,,
Indoor Match 2 15.53.25,19893,point_end,,winner,
Indoor Match 2 15.53.25,20649,point_start,,,
Indoor Match 2 15.53.25,20649,hit,serve,,
Indoor Match 2 15.53.25,20661,bounce,,,
Indoor Match 2 15.53.25,20671,hit,forehand,,
Indoor Match 2 15.53.25,20739,bounce,,,
Indoor Match 2 15.53.25,20739,point_end,,unforced_error,
Indoor Match 2 15.53.25,23399,point_start,,,
Indoor Match 2 15.53.25,23399,hit,serve,,
Indoor Match 2 15.53.25,23412,bounce,,,
Indoor Match 2 15.53.25,23426,hit,forehand,,
Indoor Match 2 15.53.25,23453,bounce,,,
Indoor Match 2 15.53.25,23466,hit,forehand,,
Indoor Match 2 15.53.25,23478,point_end,,net_error,
Indoor Match 2 15.53.25,24246,point_start,,,
Indoor Match 2 15.53.25,24246,hit,serve,,
Indoor Match 2 15.53.25,24257,bounce,,,
Indoor Match 2 15.53.25,24267,hit,forehand,,
Indoor Match 2 15.53.25,24323,bounce,,,
Indoor Match 2 15.53.25,24344,hit,forehand,,
Indoor Match 2 15.53.25,24360,bounce,,,
Indoor Match 2 15.53.25,24360,point_end,,winner,
Indoor Match 2 15.53.25,25045,point_start,,,
Indoor Match 2 15.53.25,25045,hit,serve,,
Indoor Match 2 15.53.25,25057,bounce,,,
Indoor Match 2 15.53.25,25069,hit,backhand,,
Indoor Match 2 15.53.25,25088,point_end,,net_error,
Indoor Match 2 15.53.25,25807,point_start,,,
Indoor Match 2 15.53.25,25807,hit,serve,,
Indoor Match 2 15.53.25,25821,bounce,,,
Indoor Match 2 15.53.25,25838,hit,backhand,,
Indoor Match 2 15.53.25,25870,bounce,,,
Indoor Match 2 15.53.25,25887,hit,forehand,,
Indoor Match 2 15.53.25,25908,bounce,,,
Indoor Match 2 15.53.25,25923,hit,backhand,,
Indoor Match 2 15.53.25,25955,bounce,,,
Indoor Match 2 15.53.25,25967,hit,forehand,,
Indoor Match 2 15.53.25,25992,bounce,,,
Indoor Match 2 15.53.25,26004,hit,forehand,,
Indoor Match 2 15.53.25,26026,bounce,,,
Indoor Match 2 15.53.25,26042,hit,backhand,,
Indoor Match 2 15.53.25,26075,bounce,,,
Indoor Match 2 15.53.25,26088,hit,forehand,,
Indoor Match 2 15.53.25,26115,bounce,,,
Indoor Match 2 15.53.25,26130,hit,backhand,,
Indoor Match 2 15.53.25,26158,bounce,,,
Indoor Match 2 15.53.25,26173,hit,forehand,,
Indoor Match 2 15.53.25,26199,bounce,,,
Indoor Match 2 15.53.25,26199,point_end,,unforced_error,
Indoor Match 2 15.53.25,26801,point_start,,,
Indoor Match 2 15.53.25,26801,hit,serve,,
Indoor Match 2 15.53.25,26814,bounce,,,
Indoor Match 2 15.53.25,26828,hit,forehand,,
Indoor Match 2 15.53.25,26854,bounce,,,
Indoor Match 2 15.53.25,26863,hit,forehand,,
Indoor Match 2 15.53.25,26893,bounce,,,
Indoor Match 2 15.53.25,26903,hit,backhand,,
Indoor Match 2 15.53.25,26929,bounce,,,
Indoor Match 2 15.53.25,26944,hit,forehand,,
Indoor Match 2 15.53.25,26971,bounce,,,
Indoor Match 2 15.53.25,26984,hit,backhand,,
Indoor Match 2 15.53.25,27010,bounce,,,
Indoor Match 2 15.53.25,27020,hit,backhand,,
Indoor Match 2 15.53.25,27049,bounce,,,
Indoor Match 2 15.53.25,27066,hit,forehand,,
Indoor Match 2 15.53.25,27087,bounce,,,
Indoor Match 2 15.53.25,27099,hit,backhand,,
Indoor Match 2 15.53.25,27128,bounce,,,
Indoor Match 2 15.53.25,27142,hit,forehand,,
Indoor Match 2 15.53.25,27192,bounce,,,
Indoor Match 2 15.53.25,27210,hit,forehand,,
Indoor Match 2 15.53.25,27228,bounce,,,
Indoor Match 2 15.53.25,27244,hit,backhand,,
Indoor Match 2 15.53.25,27275,hit,volley,,
Indoor Match 2 15.53.25,27311,bounce,,,
Indoor Match 2 15.53.25,27326,hit,backhand,,
Indoor Match 2 15.53.25,27340,hit,volley,,
Indoor Match 2 15.53.25,27354,hit,volley,,
Indoor Match 2 15.53.25,27367,point_end,,forced_error,
Indoor Match 2 15.53.25,28894,hit,serve,,
Indoor Match 2 15.53.25,28894,point_start,,,
Indoor Match 2 15.53.25,28906,bounce,,,
Indoor Match 2 15.53.25,28916,hit,backhand,,
Indoor Match 2 15.53.25,28938,point_end,,net_error,
Indoor Match 2 15.53.25,29668,point_start,,,
Indoor Match 2 15.53.25,29668,hit,serve,,
Indoor Match 2 15.53.25,29679,bounce,,,
Indoor Match 2 15.53.25,29692,hit,forehand,,
Indoor Match 2 15.53.25,29729,bounce,,,
Indoor Match 2 15.53.25,29739,hit,forehand,,
Indoor Match 2 15.53.25,29757,bounce,,,
Indoor Match 2 15.53.25,29774,hit,forehand,,
Indoor Match 2 15.53.25,29809,hit,volley,,
Indoor Match 2 15.53.25,29815,point_end,,net_error,
Indoor Match 2 15.53.25,30861,point_start,,,
Indoor Match 2 15.53.25,30861,hit,serve,,
Indoor Match 2 15.53.25,30869,point_end,,net_error,
Indoor Match 2 15.53.25,31422,point_start,,,
Indoor Match 2 15.53.25,31422,hit,serve,,
Indoor Match 2 15.53.25,31438,bounce,,,
Indoor Match 2 15.53.25,31455,hit,forehand,,
Indoor Match 2 15.53.25,31484,bounce,,,
Indoor Match 2 15.53.25,31494,hit,forehand,,
Indoor Match 2 15.53.25,31518,bounce,,,
Indoor Match 2 15.53.25,31532,hit,forehand,,
Indoor Match 2 15.53.25,31568,bounce,,,
Indoor Match 2 15.53.25,31576,hit,backhand,,
Indoor Match 2 15.53.25,31607,bounce,,,
Indoor Match 2 15.53.25,31620,hit,forehand,,
Indoor Match 2 15.53.25,31642,bounce,,,
Indoor Match 2 15.53.25,31656,hit,backhand,,
Indoor Match 2 15.53.25,31683,bounce,,,
Indoor Match 2 15.53.25,31704,hit,forehand,,
Indoor Match 2 15.53.25,31731,bounce,,,
Indoor Match 2 15.53.25,31751,hit,forehand,,
Indoor Match 2 15.53.25,31777,bounce,,,
Indoor Match 2 15.53.25,31777,point_end,,unforced_error,
Indoor Match 2 15.53.25,32613,point_start,,,
Indoor Match 2 15.53.25,32613,hit,serve,,
Indoor Match 2 15.53.25,32625,bounce,,,
Indoor Match 2 15.53.25,32625,point_end,,unforced_error,
Indoor Match 2 15.53.25,33204,point_start,,,
Indoor Match 2 15.53.25,33204,hit,serve,,
Indoor Match 2 15.53.25,33217,point_end,,net_error,
Indoor Match 2 15.53.25,34205,point_start,,,
Indoor Match 2 15.53.25,34205,hit,serve,,
Indoor Match 2 15.53.25,34219,bounce,,,
Indoor Match 2 15.53.25,34235,hit,forehand,,
Indoor Match 2 15.53.25,34279,bounce,,,
Indoor Match 2 15.53.25,34292,hit,forehand,,
Indoor Match 2 15.53.25,34309,bounce,,,
Indoor Match 2 15.53.25,34309,point_end,,winner,
Indoor Match 2 15.53.25,35019,point_start,,,
Indoor Match 2 15.53.25,35019,hit,serve,,
Indoor Match 2 15.53.25,35026,point_end,,net_error,
Indoor Match 2 15.53.25,35747,point_start,,,
Indoor Match 2 15.53.25,35747,hit,serve,,
Indoor Match 2 15.53.25,35763,bounce,,,
Indoor Match 2 15.53.25,35781,hit,forehand,,
Indoor Match 2 15.53.25,35816,bounce,,,
Indoor Match 2 15.53.25,35830,hit,forehand,,
Indoor Match 2 15.53.25,35860,bounce,,,
Indoor Match 2 15.53.25,35876,hit,forehand,,
Indoor Match 2 15.53.25,35904,bounce,,,
Indoor Match 2 15.53.25,35926,hit,forehand,,
Indoor Match 2 15.53.25,35956,bounce,,,
Indoor Match 2 15.53.25,35967,hit,backhand,,
Indoor Match 2 15.53.25,35997,bounce,,,
Indoor Match 2 15.53.25,36014,hit,forehand,,
Indoor Match 2 15.53.25,36037,bounce,,,
Indoor Match 2 15.53.25,36053,hit,backhand,,
Indoor Match 2 15.53.25,36084,bounce,,,
Indoor Match 2 15.53.25,36101,hit,forehand,,
Indoor Match 2 15.53.25,36125,bounce,,,
Indoor Match 2 15.53.25,36139,hit,backhand,,
Indoor Match 2 15.53.25,36167,bounce,,,
Indoor Match 2 15.53.25,36188,hit,forehand,,
Indoor Match 2 15.53.25,36209,bounce,,,
Indoor Match 2 15.53.25,36222,hit,forehand,,
Indoor Match 2 15.53.25,36256,bounce,,,
Indoor Match 2 15.53.25,36258,hit,forehand,,
Indoor Match 2 15.53.25,36292,bounce,,,
Indoor Match 2 15.53.25,36307,hit,forehand,,
Indoor Match 2 15.53.25,36327,bounce,,,
Indoor Match 2 15.53.25,36342,hit,backhand,,
Indoor Match 2 15.53.25,36370,bounce,,,
Indoor Match 2 15.53.25,36390,hit,forehand,,
Indoor Match 2 15.53.25,36420,bounce,,,
Indoor Match 2 15.53.25,36437,hit,backhand,,
Indoor Match 2 15.53.25,36463,bounce,,,
Indoor Match 2 15.53.25,36478,hit,backhand,,
Indoor Match 2 15.53.25,36505,bounce,,,
Indoor Match 2 15.53.25,36523,hit,forehand,,
Indoor Match 2 15.53.25,36545,bounce,,,
Indoor Match 2 15.53.25,36559,hit,backhand,,
Indoor Match 2 15.53.25,36591,bounce,,,
Indoor Match 2 15.53.25,36605,hit,forehand,,
Indoor Match 2 15.53.25,36623,bounce,,,
Indoor Match 2 15.53.25,36637,hit,forehand,,
Indoor Match 2 15.53.25,36691,bounce,,,
Indoor Match 2 15.53.25,36713,hit,forehand,,
Indoor Match 2 15.53.25,36735,bounce,,,
Indoor Match 2 15.53.25,36754,hit,backhand,,
Indoor Match 2 15.53.25,36783,bounce,,,
Indoor Match 2 15.53.25,36801,hit,forehand,,
Indoor Match 2 15.53.25,36821,bounce,,,
Indoor Match 2 15.53.25,36837,hit,forehand,,
Indoor Match 2 15.53.25,36862,point_end,,net_error,
Indoor Match 2 15.53.25,38090,point_start,,,
Indoor Match 2 15.53.25,38090,hit,serve,,
Indoor Match 2 15.53.25,38103,bounce,,,
Indoor Match 2 15.53.25,38103,point_end,,unforced_error,
Indoor Match 2 15.53.25,38367,point_start,,,
Indoor Match 2 15.53.25,38367,hit,serve,,
Indoor Match 2 15.53.25,38384,bounce,,,
Indoor Match 2 15.53.25,38400,hit,forehand,,
Indoor Match 2 15.53.25,38413,point_end,,net_error,
Indoor Match 2 15.53.25,41488,point_start,,,
Indoor Match 2 15.53.25,41488,hit,serve,,
Indoor Match 2 15.53.25,41500,bounce,,,
Indoor Match 2 15.53.25,41515,hit,forehand,,
Indoor Match 2 15.53.25,41543,bounce,,,
Indoor Match 2 15.53.25,41556,hit,backhand,,
Indoor Match 2 15.53.25,41590,bounce,,,
Indoor Match 2 15.53.25,41590,point_end,,winner,
Indoor Match 2 15.53.25,42244,point_start,,,
Indoor Match 2 15.53.25,42244,hit,serve,,
Indoor Match 2 15.53.25,42255,bounce,,,
Indoor Match 2 15.53.25,42267,hit,backhand,,
Indoor Match 2 15.53.25,42300,bounce,,,
Indoor Match 2 15.53.25,42314,hit,forehand,,
Indoor Match 2 15.53.25,42334,bounce,,,
Indoor Match 2 15.53.25,42348,hit,backhand,,
Indoor Match 2 15.53.25,42370,hit,volley,,
Indoor Match 2 15.53.25,42399,bounce,,,
Indoor Match 2 15.53.25,42420,hit,backhand,,
Indoor Match 2 15.53.25,42454,bounce,,,
Indoor Match 2 15.53.25,42454,point_end,,unforced_error,
Indoor Match 2 15.53.25,43106,point_start,,,
Indoor Match 2 15.53.25,43106,hit,serve,,
Indoor Match 2 15.53.25,43118,bounce,,,
Indoor Match 2 15.53.25,43135,hit,backhand,,
Indoor Match 2 15.53.25,43167,bounce,,,
Indoor Match 2 15.53.25,43179,hit,forehand,,
Indoor Match 2 15.53.25,43210,bounce,,,
Indoor Match 2 15.53.25,43220,hit,backhand,,
Indoor Match 2 15.53.25,43247,bounce,,,
Indoor Match 2 15.53.25,43260,hit,forehand,,
Indoor Match 2 15.53.25,43287,bounce,,,
Indoor Match 2 15.53.25,43287,point_end,,unforced_error,
Indoor Match 2 15.53.25,43861,point_start,,,
Indoor Match 2 15.53.25,43861,hit,serve,,
Indoor Match 2 15.53.25,43871,bounce,,,
Indoor Match 2 15.53.25,43871,point_end,,unforced_error,
Indoor Match 2 15.53.25,44779,point_start,,,
Indoor Match 2 15.53.25,44779,hit,serve,,
Indoor Match 2 15.53.25,44788,point_end,,net_error,
Indoor Match 2 15.53.25,45541,point_start,,,
Indoor Match 2 15.53.25,45541,hit,serve,,
Indoor Match 2 15.53.25,45555,bounce,,,
Indoor Match 2 15.53.25,45571,hit,forehand,,
Indoor Match 2 15.53.25,45595,bounce,,,
Indoor Match 2 15.53.25,45610,hit,forehand,,
Indoor Match 2 15.53.25,45631,bounce,,,
Indoor Match 2 15.53.25,45649,hit,backhand,,
Indoor Match 2 15.53.25,45680,bounce,,,
Indoor Match 2 15.53.25,45693,hit,forehand,,
Indoor Match 2 15.53.25,45717,bounce,,,
Indoor Match 2 15.53.25,45729,hit,backhand,,
Indoor Match 2 15.53.25,45759,bounce,,,
Indoor Match 2 15.53.25,45773,hit,forehand,,
Indoor Match 2 15.53.25,45801,bounce,,,
Indoor Match 2 15.53.25,45801,point_end,,unforced_error,
Indoor Match 2 15.53.25,46383,point_start,,,
Indoor Match 2 15.53.25,46383,hit,serve,,
Indoor Match 2 15.53.25,46393,bounce,,,
Indoor Match 2 15.53.25,46405,hit,backhand,,
Indoor Match 2 15.53.25,46444,bounce,,,
Indoor Match 2 15.53.25,46457,hit,forehand,,
Indoor Match 2 15.53.25,46477,bounce,,,
Indoor Match 2 15.53.25,46499,hit,forehand,,
Indoor Match 2 15.53.25,46527,bounce,,,
Indoor Match 2 15.53.25,46538,hit,forehand,,
Indoor Match 2 15.53.25,46563,bounce,,,
Indoor Match 2 15.53.25,46577,hit,forehand,,
Indoor Match 2 15.53.25,46607,bounce,,,
Indoor Match 2 15.53.25,46607,point_end,,unforced_error,
Indoor Match 2 15.53.25,47370,point_start,,,
Indoor Match 2 15.53.25,47370,hit,serve,,
Indoor Match 2 15.53.25,47377,point_end,,unforced_error,
Indoor Match 2 15.53.25,47597,point_start,,,
Indoor Match 2 15.53.25,47597,hit,serve,,
Indoor Match 2 15.53.25,47614,bounce,,,
Indoor Match 2 15.53.25,47637,hit,forehand,,
Indoor Match 2 15.53.25,47668,bounce,,,
Indoor Match 2 15.53.25,47683,hit,forehand,,
Indoor Match 2 15.53.25,47708,bounce,,,
Indoor Match 2 15.53.25,47728,hit,forehand,,
Indoor Match 2 15.53.25,47755,bounce,,,
Indoor Match 2 15.53.25,47768,hit,forehand,,
Indoor Match 2 15.53.25,47792,bounce,,,
Indoor Match 2 15.53.25,47807,hit,forehand,,
Indoor Match 2 15.53.25,47832,bounce,,,
Indoor Match 2 15.53.25,47847,hit,backhand,,
Indoor Match 2 15.53.25,47864,point_end,,unforced_error,
Indoor Match 2 15.53.25,49072,point_start,,,
Indoor Match 2 15.53.25,49072,hit,serve,,
Indoor Match 2 15.53.25,49084,bounce,,,
Indoor Match 2 15.53.25,49095,hit,backhand,,
Indoor Match 2 15.53.25,49147,bounce,,,
Indoor Match 2 15.53.25,49167,hit,forehand,,
Indoor Match 2 15.53.25,49191,bounce,,,
Indoor Match 2 15.53.25,49191,point_end,,unforced_error,
Indoor Match 2 15.53.25,49898,point_start,,,
Indoor Match 2 15.53.25,49898,hit,serve,,
Indoor Match 2 15.53.25,49911,bounce,,,
Indoor Match 2 15.53.25,49911,point_end,,unforced_error,
Indoor Match 2 15.53.25,50134,point_start,,,
Indoor Match 2 15.53.25,50134,hit,serve,,
Indoor Match 2 15.53.25,50152,bounce,,,
Indoor Match 2 15.53.25,50168,hit,forehand,,
Indoor Match 2 15.53.25,50194,bounce,,,
Indoor Match 2 15.53.25,50203,hit,forehand,,
Indoor Match 2 15.53.25,50231,bounce,,,
Indoor Match 2 15.53.25,50242,hit,forehand,,
Indoor Match 2 15.53.25,50278,bounce,,,
Indoor Match 2 15.53.25,50291,hit,forehand,,
Indoor Match 2 15.53.25,50315,bounce,,,
Indoor Match 2 15.53.25,50335,hit,backhand,,
