frame,x,y,visibility
11666,1101.0,364.5,1
11667,1095.0,360.0,1
11668,1088.0,357.0,1
11669,1081.0,353.0,1
11670,1078.0,350.0,1
11671,1071.0,346.0,1
11672,1062.0,346.5,1
11673,1055.0,342.0,1
11674,1048.0,342.0,1
11675,1041.0,342.0,1
11676,1033.0,342.0,1
11677,1026.0,342.0,1
11678,1017.0,342.0,1
11679,1008.0,345.0,1
11680,998.0,345.0,1
11681,990.0,349.0,1
11682,979.5,352.5,1
11683,968.0,357.0,1
11684,958.5,364.5,1
11685,946.0,369.0,1
11686,936.0,376.0,1
11687,923.0,386.0,1
11688,912.0,395.0,1
11689,897.5,406.0,1
11690,883.0,417.0,1
11691,868.5,432.0,1
11692,854.0,447.0,1
11693,838.0,464.0,1
11694,,,0
11695,804.0,504.0,1
11696,784.5,525.0,1
11697,765.0,552.0,1
11698,744.0,580.0,1
11699,727.0,608.0,1
11700,711.0,596.0,1
11701,696.0,585.0,1
11702,682.0,577.0,1
11703,664.0,569.0,1
11704,647.0,561.0,1
11705,629.0,554.0,1
11706,613.0,549.0,1
11707,593.0,546.0,1
11708,575.0,543.0,1
11709,554.0,542.0,1
11710,533.0,541.0,1
11711,511.0,542.0,1
11712,489.0,546.0,1
11713,465.0,550.0,1
11714,441.0,556.0,1
11715,416.0,563.0,1
11716,,,0
11717,,,0
11718,,,0
11719,,,0
11720,,,0
11721,,,0
11722,,,0
11723,,,0
11724,,,0
11725,,,0
11726,,,0
11727,,,0
11728,,,0
11729,,,0
11730,,,0
11731,,,0
11732,,,0
11733,,,0
11734,,,0
11735,,,0
11736,,,0
11737,,,0
11738,,,0
11739,,,0
11740,,,0
11741,,,0
11742,,,0
11743,,,0
11744,,,0
11745,,,0
11746,,,0
11747,,,0
11748,,,0
11749,,,0
11750,,,0
11751,,,0
11752,,,0
11753,,,0
11754,,,0
11755,,,0
11756,,,0
11757,,,0
11758,,,0
11759,,,0
11760,,,0
11761,,,0
11762,,,0
11763,,,0
11764,,,0
11765,,,0
11766,,,0
11767,,,0
11768,,,0
11769,,,0
11770,,,0
11771,,,0
11772,,,0
11773,,,0
11774,,,0
11775,,,0
11776,,,0
11777,,,0
11778,,,0
11779,,,0
11780,,,0
11781,,,0
11782,,,0
11783,,,0
11784,,,0
11785,,,0
11786,,,0
11787,,,0
11788,,,0
11789,,,0
11790,,,0
11791,,,0
11792,,,0
11793,,,0
11794,,,0
11795,,,0
11796,,,0
11797,,,0
11798,,,0
11799,,,0
11800,,,0
11801,,,0
11802,,,0
11803,802.5,739.5,1
11804,802.5,741.8,1
11805,802.5,744.0,1
11806,802.0,720.0,1
11807,,,0
11808,,,0
11809,,,0
11810,,,0
11811,,,0
11812,,,0
11813,,,0
11814,,,0
11815,,,0
11816,,,0
11817,,,0
11818,,,0
11819,,,0
11820,789.0,663.0,1
11821,790.5,685.5,1
11822,790.5,705.0,1
11823,793.5,729.0,1
11824,792.0,750.0,1
11825,791.0,741.5,1
11826,790.0,733.0,1
11827,789.0,724.5,1
11828,789.0,712.5,1
11829,789.0,697.5,1
11830,789.0,686.0,1
11831,787.0,675.0,1
11832,784.5,670.5,1
11833,780.0,667.5,1
11834,778.5,667.5,1
11835,777.0,666.0,1
11836,775.5,664.5,1
11837,774.0,664.5,1
11838,774.0,664.5,1
11839,774.0,664.5,1
11840,775.5,666.0,1
11841,778.5,666.0,1
11842,781.5,669.0,1
11843,783.0,670.5,1
11844,786.0,673.5,1
11845,790.5,672.0,1
11846,795.0,675.0,1
11847,798.0,678.0,1
11848,802.5,676.5,1
11849,799.6,669.8,1
11850,796.8,663.0,1
11851,793.9,656.2,1
11852,791.0,649.5,1
11853,788.1,642.8,1
11854,785.2,636.0,1
11855,782.4,629.2,1
11856,779.5,622.5,1
11857,776.6,615.8,1
11858,773.8,609.0,1
11859,770.9,602.2,1
11860,768.0,595.5,1
11861,760.5,564.0,1
11862,760.5,532.5,1
11863,763.5,498.0,1
11864,761.0,464.0,1
11865,761.0,435.0,1
11866,760.0,408.0,1
11867,761.0,381.0,1
11868,762.0,356.0,1
11869,761.0,332.0,1
11870,762.0,310.0,1
11871,763.0,288.0,1
11872,764.0,270.0,1
11873,764.0,254.0,1
11874,765.0,240.0,1
11875,765.0,225.0,1
11876,765.0,214.0,1
11877,769.0,206.0,1
11878,769.5,198.0,1
11879,771.0,192.0,1
11880,771.0,189.0,1
11881,772.5,184.5,1
11882,774.0,186.0,1
11883,775.5,187.5,1
11884,778.5,190.5,1
11885,780.0,196.5,1
11886,781.5,202.5,1
11887,783.0,212.0,1
11888,783.0,222.0,1
11889,787.0,234.0,1
11890,788.0,248.0,1
11891,791.0,265.0,1
11892,795.0,281.0,1
11893,795.0,300.0,1
11894,803.0,322.0,1
11895,848.0,340.0,1
11896,914.0,353.0,1
11897,963.0,367.0,1
11898,1005.0,378.0,1
11899,1040.0,389.0,1
11900,1069.0,398.0,1
11901,1095.0,407.0,1
11902,1118.0,417.0,1
11903,1140.0,427.0,1
11904,1155.0,435.0,1
11905,1171.0,443.0,1
11906,1187.0,451.0,1
11907,1192.0,455.0,1
11908,,,0
11909,,,0
11910,,,0
11911,,,0
11912,,,0
11913,,,0
11914,,,0
11915,,,0
11916,,,0
11917,,,0
11918,,,0
11919,,,0
11920,,,0
11921,,,0
11922,,,0
11923,,,0
11924,,,0
11925,,,0
11926,,,0
11927,,,0
11928,,,0
11929,,,0
11930,,,0
11931,,,0
11932,,,0
11933,,,0
11934,,,0
11935,,,0
11936,,,0
11937,,,0
11938,,,0
11939,,,0
11940,,,0
11941,,,0
11942,,,0
11943,,,0
11944,,,0
11945,,,0
11946,,,0
11947,,,0
11948,,,0
11949,,,0
11950,,,0
11951,,,0
11952,,,0
11953,,,0
11954,,,0
11955,,,0
11956,,,0
11957,,,0
11958,,,0
11959,,,0
11960,,,0
11961,,,0
11962,,,0
11963,,,0
11964,,,0
11965,,,0
11966,,,0
11967,,,0
11968,,,0
11969,,,0
11970,,,0
11971,,,0
11972,,,0
11973,,,0
11974,,,0
11975,,,0
11976,,,0
11977,,,0
11978,,,0
11979,,,0
11980,,,0
11981,,,0
11982,,,0
11983,,,0
11984,,,0
11985,,,0
11986,,,0
11987,,,0
11988,,,0
11989,,,0
11990,,,0
11991,,,0
11992,,,0
11993,,,0
11994,,,0
11995,,,0
11996,,,0
11997,,,0
11998,,,0
11999,,,0
12000,,,0
12001,,,0
12002,,,0
12003,,,0
12004,,,0
12005,,,0
12006,,,0
12007,,,0
12008,,,0
12009,,,0
12010,,,0
12011,,,0
12012,,,0
12013,,,0
12014,,,0
12015,,,0
12016,,,0
12017,,,0
12018,,,0
12019,,,0
12020,,,0
12021,,,0
12022,,,0
12023,,,0
12024,,,0
12025,,,0
12026,,,0
12027,,,0
12028,,,0
12029,,,0
12030,,,0
12031,,,0
12032,,,0
12033,,,0
12034,,,0
12035,,,0
12036,,,0
12037,,,0
12038,,,0
12039,,,0
12040,,,0
12041,,,0
12042,,,0
12043,,,0
12044,,,0
12045,,,0
12046,,,0
12047,,,0
12048,,,0
12049,,,0
12050,,,0
12051,,,0
12052,,,0
12053,,,0
12054,,,0
12055,,,0
12056,,,0
12057,,,0
12058,,,0
12059,,,0
12060,,,0
12061,,,0
12062,,,0
12063,,,0
12064,,,0
12065,,,0
12066,,,0
12067,,,0
12068,,,0
12069,,,0
12070,,,0
12071,,,0
12072,,,0
12073,,,0
12074,,,0
12075,,,0
12076,,,0
12077,,,0
12078,,,0
12079,,,0
12080,,,0
12081,,,0
12082,,,0
12083,,,0
12084,,,0
12085,,,0
12086,,,0
12087,,,0
12088,,,0
12089,,,0
12090,,,0
12091,,,0
12092,,,0
12093,,,0
12094,,,0
12095,,,0
12096,,,0
12097,,,0
12098,,,0
12099,,,0
12100,,,0
12101,,,0
12102,,,0
12103,,,0
12104,,,0
12105,,,0
12106,,,0
12107,,,0
12108,,,0
12109,,,0
12110,,,0
12111,,,0
12112,,,0
12113,,,0
12114,,,0
12115,,,0
12116,,,0
12117,,,0
12118,,,0
12119,,,0
12120,,,0
12121,,,0
12122,,,0
12123,,,0
12124,,,0
12125,,,0
12126,,,0
12127,,,0
12128,,,0
12129,,,0
12130,,,0
12131,,,0
12132,,,0
12133,,,0
12134,,,0
12135,,,0
12136,,,0
12137,,,0
12138,,,0
12139,,,0
12140,,,0
12141,,,0
12142,,,0
12143,,,0
12144,,,0
12145,,,0
12146,,,0
12147,,,0
12148,,,0
12149,,,0
12150,,,0
12151,,,0
12152,,,0
12153,,,0
12154,,,0
12155,,,0
12156,,,0
12157,,,0
12158,,,0
12159,,,0
12160,,,0
12161,,,0
12162,,,0
12163,,,0
12164,,,0
12165,,,0
12166,,,0
12167,,,0
12168,,,0
12169,,,0
12170,,,0
12171,,,0
12172,,,0
12173,,,0
12174,,,0
12175,,,0
12176,,,0
12177,,,0
12178,,,0
12179,,,0
12180,,,0
12181,,,0
12182,,,0
12183,,,0
12184,,,0
12185,,,0
12186,,,0
12187,,,0
12188,,,0
12189,,,0
12190,,,0
12191,,,0
12192,,,0
12193,,,0
12194,,,0
12195,,,0
