frame,x,y,visibility
93536,1006.5,193.5,1
93537,1006.5,195.0,1
93538,1009.5,198.0,1
93539,1008.0,202.5,1
93540,1010.0,207.0,1
93541,1011.0,214.0,1
93542,1013.0,218.0,1
93543,1012.5,225.0,1
93544,1013.0,229.0,1
93545,1013.0,237.0,1
93546,1013.0,245.0,1
93547,1013.0,252.0,1
93548,1015.5,258.0,1
93549,1015.5,264.0,1
93550,1015.5,273.0,1
93551,1015.5,280.5,1
93552,1015.5,288.0,1
93553,1018.5,297.0,1
93554,1017.0,306.0,1
93555,1017.0,313.5,1
93556,1017.0,306.0,1
93557,1018.5,297.0,1
93558,1018.5,289.5,1
93559,1017.0,280.5,1
93560,1018.5,274.5,1
93561,1018.5,268.5,1
93562,1018.5,264.0,1
93563,1018.5,258.0,1
93564,1018.5,253.5,1
93565,1018.5,249.0,1
93566,1017.0,246.0,1
93567,1015.5,241.5,1
93568,1015.5,238.5,1
93569,1015.5,235.5,1
93570,1013.0,233.0,1
93571,1014.0,231.0,1
93572,1012.5,229.5,1
93573,1012.0,228.0,1
93574,1011.0,228.0,1
93575,1012.5,228.0,1
93576,1009.5,229.5,1
93577,1011.0,228.0,1
93578,1011.0,231.0,1
93579,1011.0,235.5,1
93580,1011.0,236.0,1
93581,1010.0,241.0,1
93582,1011.0,246.0,1
93583,1011.0,254.0,1
93584,1012.0,263.0,1
93585,1013.0,270.0,1
93586,1013.0,281.0,1
93587,1014.0,294.0,1
93588,1015.5,306.0,1
93589,1016.0,323.0,1
93590,1017.0,339.0,1
93591,1020.0,360.0,1
93592,1020.0,384.0,1
93593,1023.0,409.5,1
93594,1027.0,440.0,1
93595,1031.0,473.0,1
93596,1035.0,510.0,1
93597,1034.0,516.0,1
93598,1037.0,507.0,1
93599,1038.0,499.0,1
93600,1038.0,493.0,1
93601,1041.0,487.0,1
93602,1042.0,483.0,1
93603,1043.0,483.0,1
93604,1049.0,481.0,1
93605,1050.0,483.0,1
93606,1050.0,487.0,1
93607,1054.0,494.0,1
93608,1058.0,502.0,1
93609,1062.0,515.0,1
93610,1028.0,447.0,1
93611,1001.0,396.0,1
93612,982.0,358.0,1
93613,967.0,330.0,1
93614,952.0,309.0,1
93615,943.0,296.0,1
93616,932.0,285.0,1
93617,926.0,277.0,1
93618,922.0,271.0,1
93619,916.0,268.0,1
93620,910.0,267.0,1
93621,907.5,264.0,1
93622,903.0,265.5,1
93623,900.0,268.5,1
93624,897.0,270.0,1
93625,894.0,272.0,1
93626,893.0,274.0,1
93627,890.0,278.0,1
93628,889.5,283.5,1
93629,885.0,286.5,1
93630,885.0,292.5,1
93631,882.0,297.0,1
93632,883.0,301.0,1
93633,879.0,306.0,1
93634,877.5,313.5,1
93635,878.0,319.0,1
93636,,,0
93637,876.8,307.4,1
93638,876.2,301.6,1
93639,875.6,295.8,1
93640,875.0,290.0,1
93641,873.0,285.0,1
93642,871.5,280.5,1
93643,871.5,276.0,1
93644,870.0,273.0,1
93645,870.0,270.0,1
93646,868.5,268.5,1
93647,868.5,267.0,1
93648,868.5,267.0,1
93649,870.0,259.5,1
93650,875.0,252.0,1
93651,877.5,246.0,1
93652,879.0,237.0,1
93653,882.0,231.0,1
93654,888.0,225.0,1
93655,891.0,219.0,1
93656,895.5,211.5,1
93657,898.5,207.0,1
93658,903.0,201.0,1
93659,909.0,198.0,1
93660,912.0,193.5,1
93661,916.5,190.5,1
93662,922.5,187.5,1
93663,927.0,184.5,1
93664,931.5,184.5,1
93665,936.0,181.5,1
93666,942.0,181.5,1
93667,949.5,183.0,1
93668,955.5,181.5,1
93669,961.5,184.5,1
93670,969.0,187.5,1
93671,975.0,192.0,1
93672,982.5,198.0,1
93673,990.0,204.0,1
93674,998.0,211.0,1
93675,1007.0,223.0,1
93676,1016.0,233.0,1
93677,1027.0,247.0,1
93678,1035.0,263.0,1
93679,1044.0,281.0,1
93680,1058.0,302.0,1
93681,1068.0,324.0,1
93682,1081.0,350.0,1
93683,1095.0,380.0,1
93684,1110.0,413.0,1
93685,1125.0,448.0,1
93686,1140.0,491.0,1
93687,1158.0,540.0,1
93688,1177.0,592.0,1
93689,1195.0,576.0,1
93690,1214.0,560.0,1
93691,1234.0,541.0,1
93692,1256.0,526.0,1
93693,1282.0,512.0,1
93694,1307.0,500.0,1
93695,1336.0,486.0,1
93696,1365.0,473.0,1
93697,1402.0,465.0,1
93698,1442.0,456.0,1
93699,1484.0,449.0,1
93700,1535.0,445.0,1
93701,1581.0,445.5,1
93702,1639.5,450.0,1
93703,1710.0,456.0,1
93704,1792.5,472.5,1
93705,1882.5,483.0,1
93706,1614.0,369.0,1
93707,1432.5,298.5,1
93708,1311.0,244.5,1
93709,1231.0,216.0,1
93710,1164.0,196.5,1
93711,1114.5,183.0,1
93712,1075.5,172.5,1
93713,1044.0,166.5,1
93714,1018.5,165.0,1
93715,997.5,165.0,1
93716,975.0,165.0,1
93717,961.5,166.5,1
93718,946.5,168.0,1
93719,934.5,172.5,1
93720,924.0,178.5,1
93721,915.0,183.0,1
93722,906.0,189.0,1
93723,900.0,195.0,1
93724,892.5,201.0,1
93725,888.0,205.0,1
93726,882.0,214.0,1
93727,878.0,222.0,1
93728,873.0,228.0,1
93729,870.0,235.5,1
93730,865.5,243.0,1
93731,863.0,252.0,1
93732,860.0,260.0,1
93733,858.0,265.5,1
93734,856.0,275.0,1
93735,853.5,283.5,1
93736,852.0,291.0,1
93737,849.0,300.0,1
93738,847.5,307.5,1
93739,,,0
93740,844.5,316.5,1
93741,843.0,307.5,1
93742,840.0,298.5,1
93743,837.0,291.0,1
93744,835.5,283.5,1
93745,834.0,276.0,1
93746,833.0,271.0,1
93747,831.5,265.5,1
93748,830.0,260.0,1
93749,828.0,256.0,1
93750,826.0,252.0,1
93751,825.0,250.5,1
93752,823.5,247.5,1
93753,822.0,247.5,1
93754,819.0,244.5,1
93755,819.0,244.5,1
93756,819.0,240.0,1
93757,819.0,235.5,1
93758,820.5,234.0,1
93759,819.0,229.5,1
93760,818.0,226.0,1
93761,817.5,225.0,1
93762,816.0,222.0,1
93763,816.0,220.5,1
93764,816.0,220.5,1
93765,814.0,217.0,1
93766,812.5,217.0,1
93767,811.0,217.0,1
93768,810.0,219.0,1
93769,810.0,221.0,1
93770,810.0,225.0,1
93771,807.0,229.0,1
93772,807.0,233.0,1
93773,803.0,236.0,1
93774,803.0,245.0,1
93775,800.0,252.0,1
93776,799.0,263.0,1
93777,795.0,272.0,1
93778,795.0,285.0,1
93779,790.5,298.5,1
93780,787.0,315.0,1
93781,783.0,333.0,1
93782,781.0,354.0,1
93783,779.0,376.0,1
93784,773.0,404.0,1
93785,772.0,432.0,1
93786,765.0,462.0,1
93787,,,0
93788,,,0
93789,751.5,483.0,1
93790,745.5,475.5,1
93791,742.0,469.0,1
93792,738.0,463.0,1
93793,733.0,459.0,1
93794,727.0,456.0,1
93795,720.0,454.0,1
93796,712.0,454.0,1
93797,707.0,456.0,1
93798,700.0,459.0,1
93799,691.0,466.0,1
93800,716.0,443.0,1
93801,766.0,397.0,1
93802,805.0,363.0,1
93803,836.0,338.0,1
93804,862.0,319.0,1
93805,879.0,305.0,1
93806,895.5,297.0,1
93807,910.5,291.0,1
93808,921.0,286.5,1
93809,931.5,282.0,1
93810,942.0,279.0,1
93811,949.5,279.0,1
93812,955.5,280.5,1
93813,961.5,279.0,1
93814,967.5,282.0,1
93815,972.0,284.0,1
93816,976.5,286.5,1
93817,981.0,291.0,1
93818,984.0,295.5,1
93819,987.0,298.5,1
93820,991.5,303.0,1
93821,994.5,307.5,1
93822,996.0,313.5,1
93823,,,0
93824,1000.5,322.5,1
93825,1002.0,312.0,1
93826,1003.5,307.5,1
93827,1006.0,300.0,1
93828,1007.4,296.2,1
93829,1008.8,292.4,1
93830,1010.2,288.6,1
93831,1011.6,284.8,1
93832,1013.0,281.0,1
93833,1014.0,280.5,1
93834,1014.0,280.5,1
93835,1015.5,280.5,1
93836,1017.0,277.5,1
93837,1015.5,273.0,1
93838,1012.5,268.5,1
93839,1009.5,265.5,1
93840,1008.0,259.5,1
93841,1005.0,256.0,1
93842,1002.0,253.5,1
93843,1000.5,252.0,1
93844,,,0
93845,,,0
93846,993.0,247.5,1
93847,990.0,246.0,1
93848,987.0,243.0,1
93849,984.0,246.0,1
93850,980.7,247.7,1
93851,977.3,249.3,1
93852,974.0,251.0,1
93853,972.0,255.0,1
93854,968.0,262.0,1
93855,967.0,266.0,1
93856,963.0,274.0,1
93857,960.0,284.0,1
93858,957.0,293.0,1
93859,953.0,304.0,1
93860,946.0,319.0,1
93861,944.0,334.0,1
93862,939.0,350.0,1
93863,936.0,369.0,1
93864,931.0,391.0,1
93865,927.0,413.0,1
93866,922.0,441.0,1
93867,916.5,469.5,1
93868,,,0
93869,,,0
93870,,,0
93871,,,0
93872,,,0
93873,,,0
93874,,,0
93875,,,0
93876,861.0,424.5,1
93877,852.0,424.0,1
93878,847.0,425.0,1
93879,836.0,430.0,1
93880,827.0,436.0,1
93881,818.0,445.0,1
93882,806.0,457.0,1
93883,795.0,473.0,1
93884,783.0,490.0,1
93885,774.0,492.0,1
93886,793.0,429.0,1
93887,804.0,387.0,1
93888,814.0,356.0,1
93889,818.0,331.0,1
93890,824.0,316.0,1
93891,828.0,301.0,1
93892,832.0,293.0,1
93893,835.0,286.0,1
93894,837.0,279.0,1
93895,837.0,276.0,1
93896,840.0,274.0,1
93897,840.0,272.0,1
93898,841.5,274.5,1
93899,843.0,275.0,1
93900,842.0,277.0,1
93901,845.0,278.0,1
93902,845.0,282.0,1
93903,846.0,286.0,1
93904,846.0,290.0,1
93905,845.0,293.0,1
93906,846.0,297.0,1
93907,845.0,301.0,1
93908,845.0,305.0,1
93909,845.0,312.0,1
93910,846.0,313.0,1
93911,846.0,324.0,1
93912,845.7,317.0,1
93913,846.0,307.5,1
93914,846.0,300.0,1
93915,847.5,294.0,1
93916,846.0,288.0,1
93917,846.0,286.5,1
93918,847.5,282.0,1
93919,848.0,278.0,1
93920,848.0,276.0,1
93921,849.0,274.5,1
93922,849.0,273.0,1
93923,850.5,271.5,1
93924,849.0,270.0,1
93925,850.5,271.5,1
93926,850.5,271.5,1
93927,847.5,261.0,1
93928,844.0,252.0,1
93929,840.0,244.5,1
93930,837.0,233.0,1
93931,833.0,225.0,1
93932,830.0,215.0,1
93933,825.0,206.0,1
93934,822.0,199.5,1
93935,817.5,189.0,1
93936,813.0,184.5,1
93937,810.0,177.0,1
93938,804.0,169.5,1
93939,799.5,162.0,1
93940,795.0,157.5,1
93941,790.5,151.5,1
93942,784.5,144.0,1
93943,780.0,141.0,1
93944,774.0,135.0,1
93945,771.0,133.5,1
93946,765.0,129.0,1
93947,760.5,127.5,1
93948,753.0,126.0,1
93949,748.5,124.5,1
93950,742.5,123.0,1
93951,736.5,126.0,1
93952,729.0,126.0,1
93953,721.5,129.0,1
93954,714.0,133.5,1
93955,709.5,138.0,1
93956,702.0,144.0,1
93957,694.5,151.5,1
93958,685.5,160.5,1
93959,679.5,171.0,1
93960,670.5,186.0,1
93961,661.5,198.0,1
93962,653.0,213.0,1
93963,644.0,231.0,1
93964,636.0,249.0,1
93965,625.0,273.0,1
93966,616.0,296.0,1
93967,607.0,323.0,1
93968,596.0,353.0,1
93969,585.0,383.0,1
93970,570.0,421.5,1
93971,,,0
93972,,,0
93973,,,0
93974,,,0
93975,,,0
93976,,,0
93977,,,0
93978,441.0,471.0,1
93979,417.0,456.0,1
93980,390.0,442.0,1
93981,367.0,428.0,1
93982,343.5,420.0,1
93983,430.5,387.0,1
93984,534.0,360.0,1
93985,613.0,339.0,1
93986,669.0,326.0,1
93987,719.0,316.0,1
93988,753.0,312.5,1
93989,787.0,309.0,1
93990,816.0,305.0,1
93991,839.0,302.0,1
93992,857.0,301.0,1
93993,873.0,304.5,1
93994,889.5,304.5,1
93995,901.0,305.0,1
93996,916.0,309.0,1
93997,924.0,310.5,1
93998,936.0,313.0,1
93999,933.0,318.0,1
94000,951.0,322.5,1
94001,960.0,324.0,1
94002,964.5,328.5,1
94003,,,0
94004,975.0,324.0,1
94005,979.5,315.0,1
94006,982.5,310.5,1
94007,985.5,307.5,1
94008,990.0,300.0,1
94009,993.0,295.5,1
94010,996.0,292.5,1
94011,1000.5,289.5,1
94012,1003.5,288.0,1
94013,1006.0,286.0,1
94014,1009.5,286.5,1
94015,1015.5,282.0,1
94016,1020.0,282.0,1
94017,1028.0,278.0,1
94018,1035.0,277.0,1
94019,1040.0,279.0,1
94020,1048.5,277.5,1
94021,1058.0,278.0,1
94022,1065.0,278.0,1
94023,1075.5,280.5,1
94024,1085.0,282.0,1
94025,1095.0,285.0,1
94026,1104.0,289.0,1
94027,1116.0,293.0,1
94028,1128.5,298.5,1
94029,1141.0,304.0,1
94030,,,0
94031,1162.5,319.5,1
94032,1162.5,324.0,1
94033,,,0
94034,,,0
94035,,,0
94036,,,0
94037,,,0
94038,,,0
94039,,,0
94040,,,0
94041,,,0
94042,,,0
94043,,,0
94044,,,0
94045,,,0
94046,,,0
94047,,,0
94048,,,0
94049,,,0
94050,,,0
94051,1155.0,345.0,1
94052,,,0
94053,1153.0,349.0,1
94054,1152.0,353.0,1
94055,1153.0,357.0,1
94056,1151.0,360.0,1
94057,1153.0,352.0,1
94058,1154.0,350.0,1
94059,,,0
94060,1152.0,345.0,1
94061,1148.0,345.0,1
94062,,,0
94063,,,0
94064,,,0
94065,1148.0,345.0,1
94066,,,0
94067,1148.0,350.0,1
94068,1148.0,352.0,1
94069,1148.0,355.0,1
94070,1145.0,355.0,1
94071,1147.0,349.0,1
94072,,,0
94073,1145.0,345.0,1
94074,1144.0,348.0,1
94075,,,0
94076,,,0
94077,1145.0,348.0,1
94078,,,0
94079,1146.0,351.0,1
94080,,,0
94081,1141.0,351.0,1
94082,1142.0,346.0,1
94083,1141.0,346.0,1
94084,,,0
94085,,,0
94086,,,0
94087,1141.0,347.0,1
94088,,,0
94089,1141.0,349.0,1
94090,1140.0,345.0,1
94091,,,0
94092,,,0
94093,,,0
94094,,,0
94095,,,0
94096,,,0
94097,1136.0,352.0,1
94098,,,0
94099,,,0
